customer_id,Recency,Frequency,Monetary,R,F,M,Segment
C005991,15,6,1892.94,5,4,3,VIP
C005992,250,5,1620.68,1,3,3,At Risk
C005993,25,5,1629.44,5,3,3,Loyal
C005994,110,4,773.48,3,2,1,Regular
C005995,86,9,4467.8099999999995,3,5,5,Loyal
C005996,11,4,2041.0199999999998,5,2,4,Regular
C005997,206,7,2984.05,2,5,5,At Risk
C005998,76,7,5395.76,4,5,5,VIP
C005999,97,6,1696.6599999999999,3,4,3,Loyal
C006001,123,5,639.74,3,3,1,Loyal
C006002,66,4,1832.8,4,2,3,Regular
C006003,96,7,2490.33,3,5,4,Loyal
C006004,122,8,3859.31,3,5,5,Loyal
C006005,191,5,1356.04,2,3,2,At Risk
C006006,92,5,3909.0699999999997,3,3,5,Loyal
C006007,1,5,800.77,5,3,1,Loyal
C006008,44,4,3041.7999999999997,4,2,5,Regular
C006009,40,6,1768.9699999999998,4,4,3,VIP
C006010,10,7,1847.74,5,5,3,VIP
C006011,156,7,3209.8599999999997,2,5,5,At Risk
C006012,74,4,1619.6100000000001,4,2,3,Regular
C006013,420,4,2330.02,1,2,4,At Risk
C006014,9,7,2519.21,5,5,4,VIP
C006015,261,3,868.14,1,1,2,At Risk
C006016,631,1,804.28,1,1,1,At Risk
C006017,491,1,84.94,1,1,1,At Risk
C006018,113,6,3029.2200000000003,3,4,5,Loyal
C006019,100,8,3674.21,3,5,5,Loyal
C006020,123,7,1710.62,3,5,3,Loyal
C006021,42,8,3104.6400000000003,4,5,5,VIP
C006022,6,6,1844.44,5,4,3,VIP
C006023,94,3,912.8399999999999,3,1,2,Regular
C006024,30,4,1415.6399999999999,5,2,3,Regular
C006026,7,6,2731.23,5,4,5,VIP
C006027,123,2,297.26,3,1,1,Regular
C006028,246,3,2499.54,1,1,4,At Risk
C006029,39,5,950.67,4,3,2,Loyal
C006030,92,7,1620.78,3,5,3,Loyal
C006031,27,5,1046.84,5,3,2,Loyal
C006032,103,7,2965.22,3,5,5,Loyal
C006033,79,7,2057.39,3,5,4,Loyal
C006034,58,7,2899.4,4,5,5,VIP
C006035,95,8,3830.48,3,5,5,Loyal
C006037,337,2,304.44,1,1,1,At Risk
C006038,146,4,1239.97,2,2,2,At Risk
C006039,131,4,1086.24,3,2,2,Regular
C006040,198,8,3437.14,2,5,5,At Risk
C006041,171,7,2564.95,2,5,4,At Risk
C006042,2,9,3792.0699999999997,5,5,5,VIP
C006043,31,6,2249.98,5,4,4,VIP
C006044,235,1,424.03,2,1,1,At Risk
C006045,342,1,799.51,1,1,1,At Risk
C006046,202,4,2898.7400000000002,2,2,5,At Risk
C006047,87,4,1208.7,3,2,2,Regular
C006048,49,6,1781.82,4,4,3,VIP
C006049,60,4,2104.12,4,2,4,Regular
C006050,198,1,367.34,2,1,1,At Risk
C006051,202,4,1015.13,2,2,2,At Risk
C006052,322,3,1278.52,1,1,2,At Risk
C006053,93,4,1679.3899999999999,3,2,3,Regular
C006054,33,8,1559.86,5,5,3,VIP
C006055,19,7,3783.62,5,5,5,VIP
C006056,94,5,1772.72,3,3,3,Loyal
C006057,36,5,848.89,4,3,2,Loyal
C006058,403,1,324.94,1,1,1,At Risk
C006059,14,5,2594.17,5,3,4,Loyal
C006060,128,5,2437.04,3,3,4,Loyal
C006061,143,2,1456.97,2,1,3,At Risk
C006062,4,8,2626.77,5,5,4,VIP
C006063,348,3,1198.58,1,1,2,At Risk
C006064,16,3,1081.51,5,1,2,Regular
C006065,389,3,1593.5,1,1,3,At Risk
C006066,123,2,512.65,3,1,1,Regular
C006067,24,5,2019.3400000000001,5,3,4,Loyal
C006068,310,3,197.84,1,1,1,At Risk
C006069,181,6,2873.54,2,4,5,At Risk
C006070,74,8,2504.95,4,5,4,VIP
C006071,41,12,2649.79,4,5,4,VIP
C006072,73,6,4602.7300000000005,4,4,5,VIP
C006073,84,5,4079.96,3,3,5,Loyal
C006074,326,3,1632.4,1,1,3,At Risk
C006075,230,5,1111.43,2,3,2,At Risk
C006076,19,6,2118.76,5,4,4,VIP
C006077,10,5,1959.11,5,3,4,Loyal
C006079,570,1,149.61,1,1,1,At Risk
C006080,101,4,492.34,3,2,1,Regular
C006081,29,8,1941.37,5,5,4,VIP
C006082,18,5,1883.56,5,3,3,Loyal
C006083,471,2,477.78,1,1,1,At Risk
C006084,100,6,2061.96,3,4,4,Loyal
C006085,148,3,928.8399999999999,2,1,2,At Risk
C006086,24,5,1039.04,5,3,2,Loyal
C006087,28,4,1072.08,5,2,2,Regular
C006088,133,4,1008.44,3,2,2,Regular
C006089,150,6,2002.4099999999999,2,4,4,At Risk
C006090,92,5,1581.29,3,3,3,Loyal
C006091,206,2,900.35,2,1,2,At Risk
C006092,454,5,1266.53,1,3,2,At Risk
C006093,9,7,4129.2,5,5,5,VIP
C006094,145,8,3402.59,2,5,5,At Risk
C006095,38,4,898.49,4,2,2,Regular
C006096,76,7,3835.5299999999997,4,5,5,VIP
C006097,96,6,1910.95,3,4,3,Loyal
C006098,270,3,1457.26,1,1,3,At Risk
C006099,337,2,1404.58,1,1,3,At Risk
C006100,12,5,1881.2399999999998,5,3,3,Loyal
C006101,126,5,2514.5699999999997,3,3,4,Loyal
C006102,26,4,1486.8899999999999,5,2,3,Regular
C006103,36,3,465.35,4,1,1,Regular
C006104,56,6,1922.04,4,4,3,VIP
C006105,70,9,2932.63,4,5,5,VIP
C006106,209,6,1278.6100000000001,2,4,2,At Risk
C006107,257,5,1820.06,1,3,3,At Risk
C006108,98,6,1568.01,3,4,3,Loyal
C006109,365,4,1753.95,1,2,3,At Risk
C006110,105,5,852.85,3,3,2,Loyal
C006111,48,4,1166.83,4,2,2,Regular
C006112,2,5,2684.73,5,3,4,Loyal
C006113,606,1,210.28,1,1,1,At Risk
C006114,38,8,3207.46,4,5,5,VIP
C006115,72,10,3957.89,4,5,5,VIP
C006116,143,3,304.76,2,1,1,At Risk
C006117,122,3,1533.32,3,1,3,Regular
C006118,8,12,4345.22,5,5,5,VIP
C006119,287,6,1791.92,1,4,3,At Risk
C006120,54,6,1172.65,4,4,2,VIP
C006121,9,4,1127.27,5,2,2,Regular
C006122,16,8,5319.93,5,5,5,VIP
C006123,240,1,405.02,1,1,1,At Risk
C006124,100,8,3427.81,3,5,5,Loyal
C006125,204,5,2440.42,2,3,4,At Risk
C006126,7,3,1002.39,5,1,2,Regular
C006127,41,7,3243.58,4,5,5,VIP
C006128,215,3,982.88,2,1,2,At Risk
C006129,118,4,1014.91,3,2,2,Regular
C006130,35,4,2244.1099999999997,4,2,4,Regular
C006131,67,3,1196.44,4,1,2,Regular
C006132,5,5,943.53,5,3,2,Loyal
C006133,346,3,2154.43,1,1,4,At Risk
C006134,131,5,1372.83,3,3,3,Loyal
C006135,45,10,2945.04,4,5,5,VIP
C006136,197,5,941.39,2,3,2,At Risk
C006137,83,4,2727.1400000000003,3,2,5,Regular
C006138,11,6,2937.64,5,4,5,VIP
C006139,299,4,1163.82,1,2,2,At Risk
C006140,155,2,1538.94,2,1,3,At Risk
C006141,79,4,914.98,3,2,2,Regular
C006142,81,5,1542.35,3,3,3,Loyal
C006143,8,2,151.81,5,1,1,Regular
C006144,3,8,1686.44,5,5,3,VIP
C006145,26,6,3645.33,5,4,5,VIP
C006146,25,5,1045.04,5,3,2,Loyal
C006147,3,7,3041.14,5,5,5,VIP
C006148,138,7,4583.29,3,5,5,Loyal
C006149,12,4,1218.86,5,2,2,Regular
C006150,6,4,1191.02,5,2,2,Regular
C006151,83,7,1467.48,3,5,3,Loyal
C006152,295,5,1027.48,1,3,2,At Risk
C006153,28,2,1044.09,5,1,2,Regular
C006154,218,1,910.22,2,1,2,At Risk
C006155,297,5,934.9,1,3,2,At Risk
C006156,327,2,358.65999999999997,1,1,1,At Risk
C006157,6,5,2624.59,5,3,4,Loyal
C006158,99,4,1555.49,3,2,3,Regular
C006159,203,4,3415.66,2,2,5,At Risk
C006160,58,7,3638.73,4,5,5,VIP
C006161,115,5,1875.27,3,3,3,Loyal
C006162,137,7,2839.72,3,5,5,Loyal
C006163,292,3,1492.9099999999999,1,1,3,At Risk
C006164,251,4,1260.3200000000002,1,2,2,At Risk
C006165,329,8,2277.92,1,5,4,At Risk
C006166,65,8,4671.530000000001,4,5,5,VIP
C006167,91,4,1925.04,3,2,3,Regular
C006168,48,6,2333.88,4,4,4,VIP
C006169,33,5,1155.29,5,3,2,Loyal
C006170,150,2,328.40999999999997,2,1,1,At Risk
C006171,137,2,1487.68,3,1,3,Regular
C006172,9,9,2871.1,5,5,5,VIP
C006173,34,6,847.32,4,4,2,VIP
C006174,106,5,1455.04,3,3,3,Loyal
C006175,24,4,467.93,5,2,1,Regular
C006176,65,7,2950.83,4,5,5,VIP
C006177,371,4,1072.84,1,2,2,At Risk
C006178,141,3,809.0,2,1,1,At Risk
C006180,188,2,311.94,2,1,1,At Risk
C006181,25,10,3286.85,5,5,5,VIP
C006182,43,3,256.49,4,1,1,Regular
C006183,4,6,1594.33,5,4,3,VIP
C006184,218,2,179.32999999999998,2,1,1,At Risk
C006185,323,6,2636.47,1,4,4,At Risk
C006186,140,1,54.78,2,1,1,At Risk
C006187,60,3,1067.02,4,1,2,Regular
C006188,428,3,2218.59,1,1,4,At Risk
C006189,29,6,2738.62,5,4,5,VIP
C006190,4,11,4824.56,5,5,5,VIP
C006191,4,6,2272.33,5,4,4,VIP
C006193,49,6,1429.54,4,4,3,VIP
C006194,141,4,986.66,2,2,2,At Risk
C006195,108,4,1540.2,3,2,3,Regular
C006196,190,8,3598.6,2,5,5,At Risk
C006197,186,4,1208.27,2,2,2,At Risk
C006198,19,8,2775.08,5,5,5,VIP
C006199,32,10,4726.86,5,5,5,VIP
C006200,74,4,864.54,4,2,2,Regular
C006201,16,7,1638.25,5,5,3,VIP
C006202,18,5,2540.1,5,3,4,Loyal
C006203,61,9,2678.82,4,5,4,VIP
C006204,397,3,682.2,1,1,1,At Risk
C006205,5,4,1565.77,5,2,3,Regular
C006206,64,5,1737.04,4,3,3,Loyal
C006207,176,3,1324.5700000000002,2,1,2,At Risk
C006208,136,4,2338.35,3,2,4,Regular
C006209,20,4,686.5600000000001,5,2,1,Regular
C006210,264,5,1284.31,1,3,2,At Risk
C006211,42,4,529.57,4,2,1,Regular
C006212,67,5,3793.6099999999997,4,3,5,Loyal
C006213,539,2,111.14,1,1,1,At Risk
C006214,592,1,83.3,1,1,1,At Risk
C006215,48,5,1552.73,4,3,3,Loyal
C006216,164,4,1920.0400000000002,2,2,3,At Risk
C006217,27,6,1247.53,5,4,2,VIP
C006218,269,6,1369.31,1,4,3,At Risk
C006219,150,8,6118.35,2,5,5,At Risk
C006220,179,4,1424.87,2,2,3,At Risk
C006221,69,5,1382.71,4,3,3,Loyal
C006222,58,4,1355.33,4,2,2,Regular
C006223,4,5,3621.2,5,3,5,Loyal
C006224,172,4,984.67,2,2,2,At Risk
C006225,106,11,3050.56,3,5,5,Loyal
C006226,304,5,1109.6,1,3,2,At Risk
C006227,12,6,2262.82,5,4,4,VIP
C006228,122,3,739.64,3,1,1,Regular
C006229,196,4,353.52,2,2,1,At Risk
C006230,90,5,2459.22,3,3,4,Loyal
C006231,123,4,1464.71,3,2,3,Regular
C006232,31,7,3946.7599999999998,5,5,5,VIP
C006233,226,3,1693.54,2,1,3,At Risk
C006234,289,3,864.33,1,1,2,At Risk
C006235,29,5,1740.03,5,3,3,Loyal
C006236,162,4,982.55,2,2,2,At Risk
C006237,168,6,1438.36,2,4,3,At Risk
C006238,83,3,1161.44,3,1,2,Regular
C006239,55,4,1555.9199999999998,4,2,3,Regular
C006240,347,1,474.7,1,1,1,At Risk
C006241,133,2,1181.05,3,1,2,Regular
C006242,97,3,523.31,3,1,1,Regular
C006243,42,7,2179.62,4,5,4,VIP
C006244,6,6,2340.07,5,4,4,VIP
C006245,187,9,3362.06,2,5,5,At Risk
C006246,32,6,2802.02,5,4,5,VIP
C006247,7,7,3554.81,5,5,5,VIP
C006248,66,9,3971.51,4,5,5,VIP
C006249,160,2,1080.58,2,1,2,At Risk
C006250,132,7,2181.13,3,5,4,Loyal
C006251,27,3,2134.31,5,1,4,Regular
C006252,37,3,731.51,4,1,1,Regular
C006253,90,5,2461.25,3,3,4,Loyal
C006254,116,4,423.44,3,2,1,Regular
C006255,52,7,3167.1099999999997,4,5,5,VIP
C006256,10,7,1632.88,5,5,3,VIP
C006257,480,1,15.19,1,1,1,At Risk
C006258,31,2,584.6700000000001,5,1,1,Regular
C006259,22,3,1645.89,5,1,3,Regular
C006260,114,4,972.5899999999999,3,2,2,Regular
C006261,132,2,204.76,3,1,1,Regular
C006262,215,4,1197.81,2,2,2,At Risk
C006263,88,5,1164.93,3,3,2,Loyal
C006264,113,6,3314.15,3,4,5,Loyal
C006265,179,4,955.28,2,2,2,At Risk
C006266,59,5,3419.2,4,3,5,Loyal
C006267,42,5,1099.73,4,3,2,Loyal
C006268,171,3,926.5999999999999,2,1,2,At Risk
C006269,42,4,938.06,4,2,2,Regular
C006270,83,4,1790.6,3,2,3,Regular
C006271,257,4,2557.88,1,2,4,At Risk
C006272,1,4,1300.63,5,2,2,Regular
C006273,23,11,3612.74,5,5,5,VIP
C006274,224,3,1694.2,2,1,3,At Risk
C006275,63,5,3218.08,4,3,5,Loyal
C006276,125,3,1354.8899999999999,3,1,2,Regular
C006277,120,3,2067.0,3,1,4,Regular
C006278,178,5,1248.87,2,3,2,At Risk
C006279,125,8,3824.37,3,5,5,Loyal
C006280,385,3,376.39000000000004,1,1,1,At Risk
C006281,23,3,729.4300000000001,5,1,1,Regular
C006282,25,4,1433.52,5,2,3,Regular
C006283,71,5,1929.26,4,3,3,Loyal
C006284,54,11,3470.0899999999997,4,5,5,VIP
C006285,46,3,2090.53,4,1,4,Regular
C006286,60,2,799.8299999999999,4,1,1,Regular
C006287,435,2,1989.19,1,1,4,At Risk
C006288,353,2,218.17000000000002,1,1,1,At Risk
C006289,181,4,739.0,2,2,1,At Risk
C006290,50,7,4290.8099999999995,4,5,5,VIP
C006291,166,9,4787.78,2,5,5,At Risk
C006292,82,7,4437.09,3,5,5,Loyal
C006293,75,6,2089.73,4,4,4,VIP
C006294,38,9,2158.9,4,5,4,VIP
C006295,176,4,2675.14,2,2,4,At Risk
C006296,425,3,1465.32,1,1,3,At Risk
C006297,68,6,1156.54,4,4,2,VIP
C006298,366,8,1709.69,1,5,3,At Risk
C006299,109,2,868.84,3,1,2,Regular
C006300,135,5,1505.0800000000002,3,3,3,Loyal
C006301,388,2,580.48,1,1,1,At Risk
C006302,5,5,689.6,5,3,1,Loyal
C006303,48,7,2680.84,4,5,4,VIP
C006304,5,5,2517.33,5,3,4,Loyal
C006305,61,3,1234.21,4,1,2,Regular
C006306,137,3,647.81,3,1,1,Regular
C006307,45,3,1833.45,4,1,3,Regular
C006308,166,4,1319.6200000000001,2,2,2,At Risk
C006309,684,1,15.19,1,1,1,At Risk
C006310,4,4,1430.55,5,2,3,Regular
C006311,268,8,2419.25,1,5,4,At Risk
C006312,264,5,2694.9,1,3,4,At Risk
C006313,101,10,3242.45,3,5,5,Loyal
C006314,39,2,700.5,4,1,1,Regular
C006315,70,2,469.1,4,1,1,Regular
C006316,28,7,3193.1099999999997,5,5,5,VIP
C006317,24,5,2625.5,5,3,4,Loyal
C006318,170,6,1100.96,2,4,2,At Risk
C006319,54,7,2211.66,4,5,4,VIP
C006320,35,5,1846.13,4,3,3,Loyal
C006321,109,4,1941.04,3,2,4,Regular
C006322,22,5,2053.7,5,3,4,Loyal
C006323,17,4,935.7099999999999,5,2,2,Regular
C006324,153,7,1849.9499999999998,2,5,3,At Risk
C006325,109,5,2592.05,3,3,4,Loyal
C006326,4,4,2391.52,5,2,4,Regular
C006327,394,3,447.34000000000003,1,1,1,At Risk
C006328,44,9,2655.43,4,5,4,VIP
C006329,29,7,2646.3599999999997,5,5,4,VIP
C006330,47,5,1853.82,4,3,3,Loyal
C006331,225,5,2132.18,2,3,4,At Risk
C006332,11,2,885.8899999999999,5,1,2,Regular
C006333,563,3,707.95,1,1,1,At Risk
C006334,249,4,862.71,1,2,2,At Risk
C006335,5,6,2461.95,5,4,4,VIP
C006336,35,5,1931.28,4,3,3,Loyal
C006337,150,3,892.43,2,1,2,At Risk
C006338,571,4,753.31,1,2,1,At Risk
C006339,15,8,2098.6,5,5,4,VIP
C006340,69,7,2685.84,4,5,4,VIP
C006341,211,3,1315.37,2,1,2,At Risk
C006342,133,5,2039.32,3,3,4,Loyal
C006343,692,1,300.96,1,1,1,At Risk
C006344,132,7,1921.3700000000001,3,5,3,Loyal
C006345,330,2,2061.9700000000003,1,1,4,At Risk
C006346,349,2,744.86,1,1,1,At Risk
C006347,166,3,2352.77,2,1,4,At Risk
C006348,111,10,3030.32,3,5,5,Loyal
C006349,10,8,2678.85,5,5,4,VIP
C006350,44,13,5010.81,4,5,5,VIP
C006351,120,6,1266.01,3,4,2,Loyal
C006352,114,4,884.77,3,2,2,Regular
C006353,244,4,3197.34,1,2,5,At Risk
C006354,143,3,1469.5,2,1,3,At Risk
C006355,609,1,536.85,1,1,1,At Risk
C006356,52,7,1734.3999999999999,4,5,3,VIP
C006357,158,9,3173.5099999999998,2,5,5,At Risk
C006358,250,3,1539.94,1,1,3,At Risk
C006359,49,9,2864.07,4,5,5,VIP
C006360,127,5,1761.94,3,3,3,Loyal
C006361,212,5,1628.68,2,3,3,At Risk
C006362,22,8,1927.6599999999999,5,5,3,VIP
C006363,26,4,2145.2599999999998,5,2,4,Regular
C006364,40,5,1311.56,4,3,2,Loyal
C006365,155,6,1776.21,2,4,3,At Risk
C006366,384,4,2037.79,1,2,4,At Risk
C006367,455,2,1127.31,1,1,2,At Risk
C006368,241,4,1800.3899999999999,1,2,3,At Risk
C006369,80,4,746.28,3,2,1,Regular
C006370,89,2,335.78999999999996,3,1,1,Regular
C006371,117,5,1886.02,3,3,3,Loyal
C006372,90,5,2434.24,3,3,4,Loyal
C006373,286,3,1699.4,1,1,3,At Risk
C006374,137,8,2893.0899999999997,3,5,5,Loyal
C006375,375,4,2369.88,1,2,4,At Risk
C006376,149,5,2004.1100000000001,2,3,4,At Risk
C006377,11,5,949.9,5,3,2,Loyal
C006378,288,4,552.54,1,2,1,At Risk
C006379,155,2,1732.6100000000001,2,1,3,At Risk
C006380,74,8,5407.610000000001,4,5,5,VIP
C006381,43,9,2665.01,4,5,4,VIP
C006382,235,5,2354.4700000000003,2,3,4,At Risk
C006383,138,4,2998.64,3,2,5,Regular
C006384,554,1,436.37,1,1,1,At Risk
C006385,98,7,2437.0,3,5,4,Loyal
C006386,19,5,2948.14,5,3,5,Loyal
C006387,24,5,1039.32,5,3,2,Loyal
C006388,265,6,2990.5,1,4,5,At Risk
C006389,21,4,1098.73,5,2,2,Regular
C006390,484,2,1019.8299999999999,1,1,2,At Risk
C006391,21,8,3051.38,5,5,5,VIP
C006392,118,6,1460.21,3,4,3,Loyal
C006393,17,9,1899.82,5,5,3,VIP
C006394,409,2,1109.25,1,1,2,At Risk
C006395,108,4,2898.72,3,2,5,Regular
C006396,118,4,2020.3,3,2,4,Regular
C006397,224,2,618.38,2,1,1,At Risk
C006398,22,9,2771.54,5,5,5,VIP
C006399,248,3,635.24,1,1,1,At Risk
C006400,237,5,972.8,2,3,2,At Risk
C006401,92,5,1277.69,3,3,2,Loyal
C006402,225,1,437.62,2,1,1,At Risk
C006403,20,6,1780.73,5,4,3,VIP
C006404,74,7,1890.54,4,5,3,VIP
C006405,296,3,1705.1999999999998,1,1,3,At Risk
C006406,338,5,1499.25,1,3,3,At Risk
C006407,15,4,2821.33,5,2,5,Regular
C006408,118,3,592.9100000000001,3,1,1,Regular
C006409,66,5,2405.63,4,3,4,Loyal
C006410,84,6,1372.29,3,4,3,Loyal
C006411,84,3,791.61,3,1,1,Regular
C006412,139,6,2261.05,2,4,4,At Risk
C006413,7,9,2918.74,5,5,5,VIP
C006414,59,3,544.77,4,1,1,Regular
C006415,269,4,2276.44,1,2,4,At Risk
C006416,197,3,629.4,2,1,1,At Risk
C006417,89,5,2363.02,3,3,4,Loyal
C006418,234,5,2077.3,2,3,4,At Risk
C006419,71,3,350.0,4,1,1,Regular
C006420,302,3,885.99,1,1,2,At Risk
C006421,108,3,1613.1499999999999,3,1,3,Regular
C006422,144,8,2071.63,2,5,4,At Risk
C006423,41,7,2080.8,4,5,4,VIP
C006424,289,5,1612.45,1,3,3,At Risk
C006425,541,3,1447.32,1,1,3,At Risk
C006426,140,4,1700.13,2,2,3,At Risk
C006427,45,4,2685.05,4,2,4,Regular
C006428,14,3,1869.83,5,1,3,Regular
C006429,14,5,791.7,5,3,1,Loyal
C006430,78,4,1265.98,3,2,2,Regular
C006431,475,3,781.71,1,1,1,At Risk
C006432,3,5,1107.29,5,3,2,Loyal
C006433,47,5,1190.52,4,3,2,Loyal
C006434,31,5,1206.9,5,3,2,Loyal
C006435,521,1,373.98,1,1,1,At Risk
C006436,24,9,3636.13,5,5,5,VIP
C006437,316,3,375.8,1,1,1,At Risk
C006438,12,4,2398.58,5,2,4,Regular
C006439,218,4,1670.9299999999998,2,2,3,At Risk
C006440,48,3,1643.0,4,1,3,Regular
C006441,124,5,2999.3599999999997,3,3,5,Loyal
C006442,32,5,1223.74,5,3,2,Loyal
C006443,184,5,1665.69,2,3,3,At Risk
C006444,193,5,2033.86,2,3,4,At Risk
C006445,104,5,2394.88,3,3,4,Loyal
C006446,75,2,449.72999999999996,4,1,1,Regular
C006447,2,7,2232.11,5,5,4,VIP
C006448,714,1,298.32,1,1,1,At Risk
C006449,2,3,560.11,5,1,1,Regular
C006450,234,8,3121.05,2,5,5,At Risk
C006451,182,4,482.61,2,2,1,At Risk
C006452,32,5,2059.33,5,3,4,Loyal
C006453,33,6,3188.44,5,4,5,VIP
C006454,39,3,1219.54,4,1,2,Regular
C006455,24,4,882.32,5,2,2,Regular
C006456,7,9,4508.6,5,5,5,VIP
C006457,26,9,2100.99,5,5,4,VIP
C006458,203,2,2564.75,2,1,4,At Risk
C006459,159,2,484.40999999999997,2,1,1,At Risk
C006460,9,3,1131.35,5,1,2,Regular
C006461,252,4,1277.54,1,2,2,At Risk
C006462,81,8,1571.8,3,5,3,Loyal
C006463,148,5,334.26,2,3,1,At Risk
C006464,137,6,1538.28,3,4,3,Loyal
C006465,34,3,748.9100000000001,4,1,1,Regular
C006466,190,2,445.57,2,1,1,At Risk
C006467,211,7,2564.8900000000003,2,5,4,At Risk
C006468,98,2,942.44,3,1,2,Regular
C006469,630,3,1369.8300000000002,1,1,3,At Risk
C006470,414,3,929.0,1,1,2,At Risk
C006471,16,4,1237.54,5,2,2,Regular
C006472,9,7,1409.79,5,5,3,VIP
C006473,69,7,1652.69,4,5,3,VIP
C006474,302,5,1999.49,1,3,4,At Risk
C006475,22,8,2926.76,5,5,5,VIP
C006476,103,3,674.61,3,1,1,Regular
C006477,104,3,913.95,3,1,2,Regular
C006478,290,4,1898.43,1,2,3,At Risk
C006479,13,5,1645.06,5,3,3,Loyal
C006480,208,5,1552.8899999999999,2,3,3,At Risk
C006481,40,4,2051.52,4,2,4,Regular
C006482,295,2,850.2,1,1,2,At Risk
C006483,332,3,873.57,1,1,2,At Risk
C006484,51,6,887.28,4,4,2,VIP
C006485,662,1,166.04,1,1,1,At Risk
C006486,12,7,3341.11,5,5,5,VIP
C006487,19,6,2210.39,5,4,4,VIP
C006488,101,4,891.26,3,2,2,Regular
C006489,129,3,1949.37,3,1,4,Regular
C006490,171,7,2595.47,2,5,4,At Risk
C006491,53,5,1795.62,4,3,3,Loyal
C006492,19,10,4424.67,5,5,5,VIP
C006493,70,3,2199.75,4,1,4,Regular
C006494,214,3,1884.01,2,1,3,At Risk
C006495,106,5,1418.5900000000001,3,3,3,Loyal
C006496,21,4,890.3399999999999,5,2,2,Regular
C006497,66,5,2427.99,4,3,4,Loyal
C006498,142,3,1994.33,2,1,4,At Risk
C006499,165,6,1786.9399999999998,2,4,3,At Risk
C006500,407,3,1029.46,1,1,2,At Risk
C006501,110,4,2910.17,3,2,5,Regular
C006502,81,9,3211.96,3,5,5,Loyal
C006503,64,5,3141.92,4,3,5,Loyal
C006504,38,8,2798.18,4,5,5,VIP
C006505,59,11,3989.82,4,5,5,VIP
C006506,40,2,554.66,4,1,1,Regular
C006507,270,5,2123.46,1,3,4,At Risk
C006508,9,12,4916.2,5,5,5,VIP
C006509,254,7,2828.04,1,5,5,At Risk
C006510,255,6,1419.05,1,4,3,At Risk
C006511,182,3,559.93,2,1,1,At Risk
C006512,330,2,436.18,1,1,1,At Risk
C006513,103,5,1790.54,3,3,3,Loyal
C006514,231,1,642.0,2,1,1,At Risk
C006515,109,3,756.3199999999999,3,1,1,Regular
C006516,106,4,1425.54,3,2,3,Regular
C006517,409,5,4174.5599999999995,1,3,5,At Risk
C006518,395,3,905.55,1,1,2,At Risk
C006519,350,5,1612.52,1,3,3,At Risk
C006520,228,5,959.96,2,3,2,At Risk
C006521,29,8,2219.56,5,5,4,VIP
C006522,352,2,544.28,1,1,1,At Risk
C006523,121,2,883.8000000000001,3,1,2,Regular
C006524,122,4,1397.1399999999999,3,2,3,Regular
C006525,170,4,884.6,2,2,2,At Risk
C006526,34,8,2163.0499999999997,4,5,4,VIP
C006527,222,7,1730.99,2,5,3,At Risk
C006528,421,1,46.56,1,1,1,At Risk
C006529,326,4,993.1400000000001,1,2,2,At Risk
C006530,24,7,2497.38,5,5,4,VIP
C006531,87,6,2871.95,3,4,5,Loyal
C006532,229,2,1073.32,2,1,2,At Risk
C006533,147,4,1101.8000000000002,2,2,2,At Risk
C006534,17,1,208.14,5,1,1,Regular
C006535,47,7,2571.22,4,5,4,VIP
C006536,64,8,1897.06,4,5,3,VIP
C006537,40,5,2201.1,4,3,4,Loyal
C006538,106,5,1154.5,3,3,2,Loyal
C006539,69,2,1584.1200000000001,4,1,3,Regular
C006540,133,6,2290.13,3,4,4,Loyal
C006541,384,3,963.3399999999999,1,1,2,At Risk
C006542,99,5,3854.9,3,3,5,Loyal
C006543,85,7,2597.32,3,5,4,Loyal
C006544,4,6,1242.85,5,4,2,VIP
C006545,291,1,366.7,1,1,1,At Risk
C006546,472,2,164.57,1,1,1,At Risk
C006547,79,4,1149.6799999999998,3,2,2,Regular
C006548,102,5,3053.4,3,3,5,Loyal
C006549,286,3,183.27,1,1,1,At Risk
C006550,40,1,408.65,4,1,1,Regular
C006551,204,4,3250.43,2,2,5,At Risk
C006552,259,3,1166.83,1,1,2,At Risk
C006553,287,4,895.6800000000001,1,2,2,At Risk
C006554,181,6,2958.1,2,4,5,At Risk
C006555,269,3,1293.1299999999999,1,1,2,At Risk
C006556,37,10,5062.3,4,5,5,VIP
C006557,182,3,1839.9,2,1,3,At Risk
C006558,109,3,865.94,3,1,2,Regular
C006559,140,3,127.41,2,1,1,At Risk
C006560,61,6,2073.98,4,4,4,VIP
C006561,49,4,956.87,4,2,2,Regular
C006562,214,6,1621.64,2,4,3,At Risk
C006563,2,6,1990.22,5,4,4,VIP
C006564,188,3,929.02,2,1,2,At Risk
C006565,516,3,598.8,1,1,1,At Risk
C006566,43,4,1235.79,4,2,2,Regular
C006567,88,8,3598.06,3,5,5,Loyal
C006568,408,2,409.25,1,1,1,At Risk
C006569,126,4,1611.29,3,2,3,Regular
C006570,242,7,2387.81,1,5,4,At Risk
C006571,14,7,4259.83,5,5,5,VIP
C006572,136,6,2133.58,3,4,4,Loyal
C006573,13,5,3164.96,5,3,5,Loyal
C006574,99,3,2288.0699999999997,3,1,4,Regular
C006575,262,5,1557.1,1,3,3,At Risk
C006576,345,3,1166.92,1,1,2,At Risk
C006577,73,3,532.3,4,1,1,Regular
C006578,26,4,685.19,5,2,1,Regular
