customer_id,TotalRevenue,AverageOrderValue,PurchaseFrequency,CLV
C010063,2537.68,634.42,4,2537.68
C009426,2537.4700000000003,362.4957142857143,7,2537.4700000000003
C013964,2537.25,422.875,6,2537.25
C021880,2537.14,507.428,5,2537.14
C013394,2536.8599999999997,422.80999999999995,6,2536.8599999999997
C014462,2536.75,507.35,5,2536.75
C018748,2536.73,507.346,5,2536.73
C015552,2536.59,507.31800000000004,5,2536.59
C002097,2536.49,507.29799999999994,5,2536.49
C008067,2536.13,317.01625,8,2536.13
C010564,2536.06,634.015,4,2536.06
C005083,2535.8799999999997,422.6466666666666,6,2535.8799999999997
C017865,2535.81,281.75666666666666,9,2535.81
C005923,2535.25,362.17857142857144,7,2535.25
C016722,2535.23,507.046,5,2535.23
C024301,2535.1800000000003,633.7950000000001,4,2535.1800000000003
C007578,2535.1,362.15714285714284,7,2535.1
C002433,2534.9700000000003,362.1385714285715,7,2534.9700000000003
C010013,2534.94,362.13428571428574,7,2534.94
C024494,2534.68,506.936,5,2534.68
C000757,2534.48,506.896,5,2534.48
C018466,2534.45,633.6125,4,2534.45
C018862,2534.39,362.05571428571426,7,2534.39
C010530,2534.22,422.36999999999995,6,2534.22
C023933,2534.21,422.36833333333334,6,2534.21
C019049,2533.29,253.329,10,2533.29
C018134,2533.15,422.19166666666666,6,2533.15
C005121,2532.68,422.1133333333333,6,2532.68
C018477,2532.58,316.5725,8,2532.58
C009705,2532.56,422.0933333333333,6,2532.56
C008099,2532.53,316.56625,8,2532.53
C005787,2532.34,844.1133333333333,3,2532.34
C010803,2532.22,316.5275,8,2532.22
C022725,2532.02,422.00333333333333,6,2532.02
C007720,2531.91,843.9699999999999,3,2531.91
C014596,2531.85,421.97499999999997,6,2531.85
C009397,2531.7200000000003,421.9533333333334,6,2531.7200000000003
C005518,2531.56,361.65142857142854,7,2531.56
C023576,2531.46,421.91,6,2531.46
C024629,2531.39,281.2655555555555,9,2531.39
C022297,2531.17,632.7925,4,2531.17
C001508,2530.95,1265.475,2,2530.95
C014128,2530.94,506.188,5,2530.94
C001091,2530.8900000000003,316.36125000000004,8,2530.8900000000003
C020220,2530.7799999999997,506.15599999999995,5,2530.7799999999997
C009772,2530.54,506.108,5,2530.54
C014782,2530.48,632.62,4,2530.48
C010026,2530.48,421.74666666666667,6,2530.48
C004358,2530.2799999999997,361.4685714285714,7,2530.2799999999997
C007906,2530.16,632.54,4,2530.16
C021351,2530.06,506.012,5,2530.06
C011932,2529.81,361.40142857142854,7,2529.81
C019539,2529.71,421.61833333333334,6,2529.71
C022864,2529.66,505.93199999999996,5,2529.66
C005215,2529.45,632.3625,4,2529.45
C009680,2529.2999999999997,281.0333333333333,9,2529.2999999999997
C015474,2529.28,281.03111111111116,9,2529.2800000000007
C008695,2528.98,361.28285714285715,7,2528.98
C016048,2528.93,632.2325,4,2528.93
C010235,2528.75,505.75,5,2528.75
C012875,2528.7300000000005,421.4550000000001,6,2528.7300000000005
C007093,2528.73,505.746,5,2528.73
C013779,2528.67,421.445,6,2528.67
C013181,2528.36,421.3933333333334,6,2528.36
C021827,2528.01,316.00125,8,2528.01
C013235,2527.84,842.6133333333333,3,2527.84
C012051,2527.63,315.95375,8,2527.63
C015753,2527.13,421.18833333333333,6,2527.13
C017999,2526.71,631.6775,4,2526.71
C014864,2526.6600000000003,421.11000000000007,6,2526.6600000000003
C019313,2526.65,252.66500000000002,10,2526.65
C018587,2526.42,631.605,4,2526.42
C000880,2526.39,505.27799999999996,5,2526.39
C012899,2526.31,421.0516666666667,6,2526.31
C016002,2526.2200000000003,315.77750000000003,8,2526.2200000000003
C015261,2525.91,360.8442857142857,7,2525.91
C000490,2525.79,420.965,6,2525.79
C011669,2525.79,631.4475,4,2525.79
C012788,2525.68,360.81142857142856,7,2525.68
C023166,2525.65,315.70625,8,2525.65
C023185,2525.5099999999998,360.78714285714284,7,2525.5099999999998
C015051,2525.49,360.78428571428566,7,2525.49
C015928,2525.19,360.74142857142857,7,2525.19
C024084,2525.17,315.64625,8,2525.17
C008240,2525.03,360.71857142857147,7,2525.03
C000922,2524.86,420.81,6,2524.86
C019066,2524.83,360.69,7,2524.83
C004064,2524.64,841.5466666666666,3,2524.64
C009371,2524.62,315.5775,8,2524.62
C001792,2524.33,631.0825,4,2524.33
C012786,2524.3,360.61428571428576,7,2524.3
C020200,2524.25,360.60714285714283,7,2524.25
C018433,2524.2400000000002,360.6057142857143,7,2524.2400000000002
C011794,2524.23,360.6042857142857,7,2524.23
C021833,2523.74,360.53428571428566,7,2523.74
C001829,2523.64,420.6066666666666,6,2523.64
C023849,2523.24,630.81,4,2523.24
C012157,2522.9,360.4142857142857,7,2522.9
C020517,2522.83,360.4042857142857,7,2522.83
C018810,2522.6800000000003,420.4466666666667,6,2522.6800000000003
C000527,2522.46,360.3514285714286,7,2522.46
C002756,2521.8500000000004,315.23125000000005,8,2521.8500000000004
C013919,2521.79,840.5966666666667,3,2521.79
C001523,2521.61,360.23,7,2521.61
C005488,2521.34,504.26800000000003,5,2521.34
C016521,2521.31,504.262,5,2521.31
C024014,2521.06,360.15142857142854,7,2521.06
C013073,2520.83,315.10375,8,2520.83
C020359,2520.78,630.195,4,2520.78
C024948,2520.37,420.06166666666667,6,2520.37
C001038,2520.3,315.0375,8,2520.3
C008236,2520.03,360.00428571428574,7,2520.03
C021696,2520.02,840.0066666666667,3,2520.02
C007886,2519.9,314.9875,8,2519.9
C016933,2519.62,419.93666666666667,6,2519.62
C011844,2519.43,314.92875,8,2519.43
C006014,2519.21,359.88714285714286,7,2519.21
C015041,2519.02,503.804,5,2519.02
C003938,2518.22,314.7775,8,2518.22
C003935,2518.21,503.642,5,2518.21
C024374,2518.1800000000003,629.5450000000001,4,2518.1800000000003
C020233,2518.07,419.67833333333334,6,2518.07
C008581,2517.84,629.46,4,2517.84
C013796,2517.79,419.63166666666666,6,2517.79
C006304,2517.33,503.466,5,2517.33
C000272,2517.32,1258.66,2,2517.32
C007399,2516.87,629.2175,4,2516.87
C014829,2516.52,503.304,5,2516.52
C004700,2516.52,419.42,6,2516.52
C021550,2516.45,314.55625,8,2516.45
C001547,2516.35,419.39166666666665,6,2516.35
C003669,2515.55,359.36428571428576,7,2515.55
C020746,2515.4,359.34285714285716,7,2515.4
C014715,2515.4,279.4888888888889,9,2515.4
C024248,2515.38,628.845,4,2515.38
C018655,2515.3,628.825,4,2515.3
C008135,2515.15,419.19166666666666,6,2515.15
C024590,2515.05,503.01000000000005,5,2515.05
C015964,2514.69,359.24142857142857,7,2514.69
C006101,2514.5699999999997,502.91399999999993,5,2514.5699999999997
C017891,2514.37,628.5925,4,2514.37
C024675,2514.25,359.17857142857144,7,2514.25
C001838,2514.04,419.00666666666666,6,2514.04
C003358,2513.77,502.754,5,2513.77
C017341,2513.7599999999998,418.96,6,2513.7599999999998
C006792,2513.72,628.43,4,2513.72
C022332,2513.66,359.0942857142857,7,2513.66
C018607,2513.66,418.9433333333333,6,2513.66
C021131,2513.54,502.70799999999997,5,2513.54
C003362,2513.53,359.0757142857143,7,2513.53
C018627,2513.49,502.698,5,2513.49
C017043,2513.42,418.90333333333336,6,2513.42
C015073,2513.2400000000002,628.3100000000001,4,2513.2400000000002
C005312,2513.2200000000003,418.87000000000006,6,2513.2200000000003
C019243,2513.1,502.62,5,2513.1
C000478,2512.92,628.23,4,2512.92
C022035,2512.86,418.81,6,2512.86
C020559,2512.82,628.205,4,2512.82
C008327,2512.72,418.78666666666663,6,2512.72
C008335,2512.69,358.9557142857143,7,2512.69
C001276,2512.5299999999997,628.1324999999999,4,2512.5299999999997
C014100,2511.89,627.9725,4,2511.89
C023316,2511.81,251.18099999999998,10,2511.81
C017978,2511.8,502.36,5,2511.8
C000648,2511.5099999999998,418.585,6,2511.5099999999998
C023374,2511.5,502.3,5,2511.5
C021330,2511.23,502.246,5,2511.23
C005627,2511.1200000000003,627.7800000000001,4,2511.1200000000003
C009222,2511.06,358.72285714285715,7,2511.06
C003166,2510.9,358.7,7,2510.9
C021985,2510.62,358.65999999999997,7,2510.62
C014804,2510.41,418.40166666666664,6,2510.41
C003118,2509.94,1254.97,2,2509.94
C024971,2509.8900000000003,313.73625000000004,8,2509.8900000000003
C012928,2509.38,313.6725,8,2509.38
C008793,2509.18,313.6475,8,2509.18
C009441,2508.86,501.77200000000005,5,2508.86
C004803,2508.8199999999997,358.4028571428571,7,2508.8199999999997
C023992,2508.7799999999997,418.12999999999994,6,2508.7799999999997
C009232,2508.7799999999997,418.12999999999994,6,2508.7799999999997
C010050,2508.71,228.06454545454545,11,2508.71
C011311,2507.72,358.24571428571426,7,2507.72
C011774,2507.46,358.2085714285714,7,2507.46
C016428,2507.46,835.82,3,2507.46
C007297,2507.45,1253.725,2,2507.45
C018732,2507.35,358.1928571428571,7,2507.35
C022354,2507.2599999999998,278.58444444444444,9,2507.26
C006635,2507.1,501.41999999999996,5,2507.1
C001300,2507.07,835.69,3,2507.07
C020984,2507.05,417.8416666666667,6,2507.05
C018293,2506.74,626.685,4,2506.74
C005467,2506.69,501.338,5,2506.69
C023304,2506.37,358.05285714285714,7,2506.37
C016677,2506.18,835.3933333333333,3,2506.18
C000984,2506.14,358.02,7,2506.14
C015144,2506.11,501.22200000000004,5,2506.11
C008979,2506.01,626.5025,4,2506.01
C007504,2505.73,313.21625,8,2505.73
C000105,2505.58,417.59666666666664,6,2505.58
C010402,2505.57,501.11400000000003,5,2505.57
C005123,2505.42,501.084,5,2505.42
C006070,2504.95,313.11875,8,2504.95
C013095,2504.49,626.1225,4,2504.49
C021868,2504.19,500.838,5,2504.19
C016582,2504.18,500.83599999999996,5,2504.18
C004463,2504.1099999999997,357.72999999999996,7,2504.1099999999997
C018572,2504.09,357.7271428571429,7,2504.09
C008637,2504.04,357.71999999999997,7,2504.04
C000187,2503.91,357.70142857142855,7,2503.91
C013589,2503.86,500.77200000000005,5,2503.86
C000247,2503.78,500.75600000000003,5,2503.78
C020410,2503.72,357.6742857142857,7,2503.72
C009997,2503.65,417.27500000000003,6,2503.65
C016709,2503.26,625.815,4,2503.26
C018083,2503.0,834.3333333333334,3,2503.0
C018055,2502.89,357.55571428571426,7,2502.89
C007265,2502.7799999999997,357.53999999999996,7,2502.7799999999997
C023274,2502.75,500.55,5,2502.75
C021143,2502.55,500.51000000000005,5,2502.55
C024836,2502.4,357.4857142857143,7,2502.4
C013813,2502.35,500.46999999999997,5,2502.35
C015891,2502.27,357.46714285714285,7,2502.27
C008166,2502.02,357.43142857142857,7,2502.02
C003404,2501.94,312.7425,8,2501.94
C018903,2501.9300000000003,416.9883333333334,6,2501.9300000000003
C001010,2501.91,500.38199999999995,5,2501.91
C003671,2501.8900000000003,500.37800000000004,5,2501.8900000000003
C017189,2501.84,625.46,4,2501.84
C012985,2501.77,357.3957142857143,7,2501.77
C024052,2501.66,833.8866666666667,3,2501.66
C007283,2501.15,357.3071428571429,7,2501.15
C006800,2500.88,416.81333333333333,6,2500.88
C007198,2500.62,416.77,6,2500.62
C023120,2500.52,500.104,5,2500.52
C003147,2500.39,312.54875,8,2500.39
C011567,2500.32,357.18857142857144,7,2500.32
C014203,2500.15,312.51875,8,2500.15
C003451,2500.13,625.0325,4,2500.13
C006028,2499.54,833.18,3,2499.54
C012104,2499.41,357.0585714285714,7,2499.41
C005184,2499.19,499.838,5,2499.19
C018469,2499.1,833.0333333333333,3,2499.1
C019988,2499.01,416.5016666666667,6,2499.01
C005173,2499.0,249.9,10,2499.0
C015090,2498.89,624.7225,4,2498.89
C021105,2498.85,416.47499999999997,6,2498.85
C005654,2498.59,312.32375,8,2498.59
C011501,2498.46,312.3075,8,2498.46
C013780,2498.37,416.395,6,2498.37
C010535,2498.33,499.666,5,2498.33
C020898,2498.31,499.662,5,2498.31
C022993,2498.21,356.88714285714286,7,2498.21
C005359,2498.0699999999997,356.8671428571428,7,2498.0699999999997
C004944,2497.95,624.4875,4,2497.95
C006530,2497.38,356.7685714285714,7,2497.38
C014728,2497.35,312.16875,8,2497.35
C017750,2497.23,499.446,5,2497.23
C020572,2497.2200000000003,624.3050000000001,4,2497.2200000000003
C008005,2496.29,416.04833333333335,6,2496.29
C011734,2496.08,416.0133333333333,6,2496.08
C011807,2495.94,356.5628571428571,7,2495.94
C003459,2495.62,356.51714285714286,7,2495.62
C004931,2495.36,415.8933333333334,6,2495.36
C021660,2495.11,623.7775,4,2495.11
C021836,2495.0,623.75,4,2495.0
C012563,2494.88,415.81333333333333,6,2494.88
C022619,2494.58,311.8225,8,2494.58
C023109,2494.44,415.74,6,2494.44
C007862,2494.43,415.7383333333333,6,2494.43
C014797,2494.42,415.7366666666667,6,2494.42
C024306,2494.36,415.7266666666667,6,2494.36
C024181,2494.08,623.52,4,2494.08
C019482,2494.04,415.67333333333335,6,2494.04
C018516,2493.6899999999996,415.61499999999995,6,2493.6899999999996
C014975,2493.65,831.2166666666667,3,2493.65
C008729,2493.56,356.22285714285715,7,2493.56
C021806,2493.4,311.675,8,2493.4
C009155,2493.17,415.52833333333336,6,2493.17
C004483,2492.9,623.225,4,2492.9
C007821,2492.79,276.9766666666667,9,2492.79
C016189,2492.79,830.93,3,2492.79
C001023,2492.78,356.1114285714286,7,2492.78
C001037,2492.51,415.41833333333335,6,2492.51
C004822,2492.36,311.545,8,2492.36
C005478,2492.24,498.448,5,2492.24
C014133,2492.08,498.416,5,2492.08
C000774,2491.8599999999997,498.37199999999996,5,2491.8599999999997
C005307,2491.8,415.3,6,2491.8
C020773,2491.79,498.358,5,2491.79
C019850,2491.49,311.43625,8,2491.49
C006844,2491.1800000000003,830.3933333333334,3,2491.1800000000003
C012987,2490.8900000000003,355.8414285714286,7,2490.8900000000003
C021571,2490.8,355.8285714285715,7,2490.8
C009950,2490.6400000000003,830.2133333333335,3,2490.6400000000003
C022773,2490.44,622.61,4,2490.44
C006003,2490.33,355.76142857142855,7,2490.33
C015089,2489.75,414.9583333333333,6,2489.75
C023369,2489.75,414.9583333333333,6,2489.75
C005600,2489.55,622.3875,4,2489.55
C021758,2489.32,311.165,8,2489.32
C019005,2489.24,497.84799999999996,5,2489.24
C011855,2488.8399999999997,622.2099999999999,4,2488.8399999999997
C022356,2488.52,497.704,5,2488.52
C024561,2488.49,355.4985714285714,7,2488.49
C009669,2488.41,497.68199999999996,5,2488.41
C012763,2487.9799999999996,829.3266666666665,3,2487.9799999999996
C011713,2487.87,276.43,9,2487.87
C024224,2487.71,414.61833333333334,6,2487.71
C001868,2487.39,414.565,6,2487.39
C016349,2487.32,414.55333333333334,6,2487.32
C009970,2487.3,355.3285714285715,7,2487.3
C023124,2486.71,621.6775,4,2486.71
C011890,2486.69,497.338,5,2486.69
C009502,2486.52,355.21714285714285,7,2486.52
C001582,2486.42,828.8066666666667,3,2486.42
C003233,2486.29,497.258,5,2486.29
C006643,2485.92,497.184,5,2485.92
C003944,2485.52,355.07428571428574,7,2485.52
C018465,2485.39,355.05571428571426,7,2485.39
C019280,2485.38,497.076,5,2485.38
C024053,2485.31,355.0442857142857,7,2485.31
C007362,2485.0899999999997,414.1816666666666,6,2485.0899999999997
C008428,2484.91,354.9871428571428,7,2484.91
C017223,2484.74,310.5925,8,2484.74
C019949,2484.2599999999998,414.0433333333333,6,2484.2599999999998
C006679,2484.04,621.01,4,2484.04
C005549,2484.03,496.80600000000004,5,2484.03
C009002,2483.98,496.796,5,2483.98
C024692,2483.01,496.60200000000003,5,2483.01
C008306,2482.96,310.37,8,2482.96
C015873,2482.84,496.56800000000004,5,2482.84
C003835,2482.78,248.27800000000002,10,2482.78
C007734,2482.7599999999998,413.7933333333333,6,2482.7599999999998
C010342,2482.48,413.74666666666667,6,2482.48
C024376,2482.46,354.63714285714286,7,2482.46
C007123,2482.46,620.615,4,2482.46
C012492,2482.32,413.72,6,2482.32
C000543,2482.25,413.7083333333333,6,2482.25
C004225,2482.2400000000002,354.6057142857143,7,2482.2400000000002
C000921,2482.24,310.28,8,2482.24
C022148,2482.18,620.545,4,2482.18
C004675,2481.65,413.60833333333335,6,2481.65
C004295,2481.33,413.555,6,2481.33
C005527,2481.23,413.53833333333336,6,2481.23
C012099,2481.0,620.25,4,2481.0
C012338,2480.95,496.18999999999994,5,2480.95
C002080,2480.34,620.085,4,2480.34
C017883,2480.28,413.38000000000005,6,2480.28
C016318,2480.16,354.3085714285714,7,2480.16
C006627,2479.83,413.305,6,2479.83
C002389,2479.4,619.85,4,2479.4
C022177,2479.21,354.17285714285714,7,2479.21
C017871,2479.14,619.785,4,2479.14
C010486,2478.82,826.2733333333334,3,2478.82
C006646,2478.69,619.6725,4,2478.69
C003813,2478.54,619.635,4,2478.54
C022976,2478.2799999999997,309.78499999999997,8,2478.2799999999997
C007001,2478.2200000000003,309.77750000000003,8,2478.2200000000003
C014327,2477.87,619.4675,4,2477.87
C017473,2477.2999999999997,825.7666666666665,3,2477.2999999999997
C001242,2477.14,619.285,4,2477.14
C018190,2477.09,495.418,5,2477.09
C000235,2476.98,619.245,4,2476.98
C020205,2476.87,275.2077777777778,9,2476.87
C017304,2476.7000000000003,247.67000000000002,10,2476.7000000000003
C012828,2476.14,619.035,4,2476.14
C004708,2475.79,412.63166666666666,6,2475.79
C021687,2475.63,353.6614285714286,7,2475.63
C009313,2475.23,275.02555555555557,9,2475.23
C022990,2475.09,353.5842857142857,7,2475.09
C009255,2475.04,309.38,8,2475.04
C013245,2475.0299999999997,309.37874999999997,8,2475.0299999999997
C012280,2474.98,309.3725,8,2474.98
C011000,2474.67,412.445,6,2474.67
C012096,2474.57,353.51000000000005,7,2474.57
C024282,2474.56,353.50857142857143,7,2474.56
C006694,2473.89,353.41285714285715,7,2473.89
C001685,2473.73,494.746,5,2473.73
C003144,2473.36,618.34,4,2473.36
C018371,2473.2200000000003,274.80222222222227,9,2473.2200000000003
C022819,2473.0299999999997,412.1716666666666,6,2473.0299999999997
C012422,2472.64,618.16,4,2472.64
C002790,2472.3599999999997,618.0899999999999,4,2472.3599999999997
C007314,2472.21,618.0525,4,2472.21
C007443,2472.1800000000003,353.16857142857145,7,2472.1800000000003
C003998,2472.18,353.1685714285714,7,2472.18
C004488,2472.12,412.02,6,2472.12
C020395,2472.06,412.01,6,2472.06
C000587,2471.9900000000002,411.9983333333334,6,2471.9900000000002
C018841,2471.99,494.39799999999997,5,2471.99
C002439,2471.94,308.9925,8,2471.94
C021720,2471.89,411.9816666666666,6,2471.89
C020766,2471.86,308.9825,8,2471.86
C023737,2471.63,411.93833333333333,6,2471.63
C000927,2471.6,411.93333333333334,6,2471.6
C003208,2471.3,1235.65,2,2471.3
C007615,2470.9500000000003,352.9928571428572,7,2470.9500000000003
C002187,2470.95,352.99285714285713,7,2470.95
C004536,2470.89,352.9842857142857,7,2470.89
C006590,2470.66,823.5533333333333,3,2470.66
C000191,2470.45,411.7416666666666,6,2470.45
C014428,2470.19,411.6983333333333,6,2470.19
C022586,2469.79,493.95799999999997,5,2469.79
C007643,2469.7,493.93999999999994,5,2469.7
C009445,2469.6400000000003,823.2133333333335,3,2469.6400000000003
C008871,2469.38,352.7685714285714,7,2469.38
C002567,2468.99,493.79799999999994,5,2468.99
C004287,2468.9700000000003,352.71000000000004,7,2468.9700000000003
C015793,2468.84,617.21,4,2468.84
C010057,2468.48,411.41333333333336,6,2468.48
C001285,2467.96,616.99,4,2467.96
C000636,2467.71,493.54200000000003,5,2467.71
C010987,2467.69,411.2816666666667,6,2467.69
C016300,2467.33,616.8325,4,2467.33
C012531,2467.16,493.43199999999996,5,2467.16
C012324,2467.09,493.418,5,2467.09
C019432,2467.0,411.1666666666667,6,2467.0
C000555,2466.9,493.38,5,2466.9
C003656,2466.6,493.32,5,2466.6
C015918,2466.56,411.0933333333333,6,2466.56
C002238,2466.5499999999997,352.3642857142857,7,2466.5499999999997
C010011,2466.41,616.6025,4,2466.41
C021484,2466.3,352.3285714285715,7,2466.3
C002845,2466.25,493.25,5,2466.25
C017944,2465.95,616.4875,4,2465.95
C023600,2465.8,616.45,4,2465.8
C014793,2465.65,352.2357142857143,7,2465.65
C019115,2465.11,821.7033333333334,3,2465.11
C002939,2465.0299999999997,410.8383333333333,6,2465.0299999999997
C001755,2464.8199999999997,352.1171428571428,7,2464.8199999999997
C004890,2464.76,492.95200000000006,5,2464.76
C008113,2464.73,492.946,5,2464.73
C001497,2464.61,616.1525,4,2464.61
C023999,2464.15,616.0375,4,2464.15
C024993,2464.07,410.67833333333334,6,2464.07
C009850,2463.87,492.774,5,2463.87
C012780,2463.65,615.9125,4,2463.65
C008541,2463.33,615.8325,4,2463.33
C009930,2463.29,351.8985714285714,7,2463.29
C020955,2463.05,615.7625,4,2463.05
C024196,2463.0,615.75,4,2463.0
C008017,2462.94,615.735,4,2462.94
C003443,2462.7799999999997,351.82571428571424,7,2462.7799999999997
C013890,2462.47,410.41166666666663,6,2462.47
C022821,2462.3900000000003,492.47800000000007,5,2462.3900000000003
C011559,2462.3199999999997,615.5799999999999,4,2462.3199999999997
C006335,2461.95,410.325,6,2461.95
C020245,2461.56,820.52,3,2461.56
C010284,2461.48,492.296,5,2461.48
C021941,2461.36,1230.68,2,2461.36
C006253,2461.25,492.25,5,2461.25
C016898,2461.21,273.46777777777777,9,2461.21
C007095,2461.19,307.64875,8,2461.19
C014049,2460.38,351.48285714285714,7,2460.38
C015124,2460.26,223.66000000000003,11,2460.26
C023684,2460.14,307.5175,8,2460.14
C006961,2459.24,819.7466666666666,3,2459.24
C006230,2459.22,491.84399999999994,5,2459.22
C017016,2459.1000000000004,409.8500000000001,6,2459.1000000000004
C002885,2458.9,351.2714285714286,7,2458.9
C008699,2458.7,491.73999999999995,5,2458.7
C015630,2458.62,409.77,6,2458.62
C019378,2458.49,491.698,5,2458.49
C015524,2458.44,409.74,6,2458.44
C021298,2457.96,307.245,8,2457.96
C000494,2457.8,351.11428571428576,7,2457.8
C002611,2457.6000000000004,351.08571428571435,7,2457.6000000000004
C007177,2457.32,307.165,8,2457.32
C008495,2457.2799999999997,409.5466666666666,6,2457.2799999999997
C016242,2456.97,350.99571428571426,7,2456.97
C010838,2456.85,491.37,5,2456.85
C009598,2456.74,245.67399999999998,10,2456.74
C001519,2456.7,614.175,4,2456.7
C020902,2456.29,409.38166666666666,6,2456.29
C005616,2456.12,409.3533333333333,6,2456.12
C022680,2455.2799999999997,306.90999999999997,8,2455.2799999999997
C022503,2455.21,818.4033333333333,3,2455.21
C017081,2455.06,613.765,4,2455.06
C018274,2454.99,613.7475,4,2454.99
C012062,2454.52,350.6457142857143,7,2454.52
C024146,2453.88,306.735,8,2453.88
C004901,2453.81,817.9366666666666,3,2453.81
C016406,2453.8,490.76000000000005,5,2453.8
C010223,2453.36,408.8933333333334,6,2453.36
C023342,2453.34,490.668,5,2453.34
C005609,2452.9,613.225,4,2452.9
C021903,2452.79,613.1975,4,2452.79
C017399,2452.61,490.52200000000005,5,2452.61
C001875,2452.5699999999997,613.1424999999999,4,2452.5699999999997
C003961,2451.8199999999997,490.3639999999999,5,2451.8199999999997
C000410,2451.7000000000003,612.9250000000001,4,2451.7000000000003
C017740,2451.37,408.56166666666667,6,2451.37
C009618,2451.1,612.775,4,2451.1
C009188,2451.0699999999997,272.3411111111111,9,2451.0699999999997
C008800,2450.75,350.10714285714283,7,2450.75
C011326,2449.63,306.20375,8,2449.63
C017261,2449.6,408.26666666666665,6,2449.6
C000309,2449.59,612.3975,4,2449.59
C007704,2449.06,816.3533333333334,3,2449.06
C024679,2448.95,272.10555555555555,9,2448.95
C016885,2448.89,489.77799999999996,5,2448.89
C016945,2448.7,349.8142857142857,7,2448.7
C003035,2448.68,612.17,4,2448.68
C009632,2448.42,408.07,6,2448.42
C008340,2448.18,349.73999999999995,7,2448.18
C019525,2448.13,408.0216666666667,6,2448.13
C022962,2447.92,407.9866666666667,6,2447.92
C017419,2447.58,611.895,4,2447.58
C024495,2447.45,305.93125,8,2447.45
C021187,2447.24,611.81,4,2447.24
C009613,2447.2000000000003,305.90000000000003,8,2447.2000000000003
C024346,2447.16,489.43199999999996,5,2447.16
C009009,2447.04,407.84,6,2447.04
C011108,2447.02,489.404,5,2447.02
C007819,2446.9900000000002,407.8316666666667,6,2446.9900000000002
C014192,2446.5699999999997,489.31399999999996,5,2446.5699999999997
C010793,2446.1099999999997,407.68499999999995,6,2446.1099999999997
C014601,2446.1000000000004,305.76250000000005,8,2446.1000000000004
C000939,2445.92,349.4171428571429,7,2445.92
C013005,2445.85,305.73125,8,2445.85
C001202,2445.67,305.70875,8,2445.67
C021473,2445.56,489.11199999999997,5,2445.56
C003839,2445.3399999999997,489.0679999999999,5,2445.3399999999997
C015575,2445.0,271.6666666666667,9,2445.0
C000101,2444.86,305.6075,8,2444.86
C023273,2444.85,203.73749999999998,12,2444.85
C007466,2444.77,305.59625,8,2444.77
C005979,2444.55,814.85,3,2444.55
C010923,2444.31,488.86199999999997,5,2444.31
C014272,2444.06,407.3433333333333,6,2444.06
C018291,2444.0299999999997,305.50374999999997,8,2444.0299999999997
C014788,2444.02,305.5025,8,2444.02
C012631,2443.87,407.31166666666667,6,2443.87
C007677,2443.7999999999997,407.29999999999995,6,2443.7999999999997
C021882,2443.74,488.74799999999993,5,2443.74
C012835,2443.73,349.1042857142857,7,2443.73
C017576,2443.73,610.9325,4,2443.73
C000326,2443.63,407.2716666666667,6,2443.63
C007131,2443.3599999999997,407.22666666666663,6,2443.3599999999997
C007169,2443.16,488.63199999999995,5,2443.16
C013917,2443.11,488.622,5,2443.11
C010747,2442.83,488.566,5,2442.83
C018906,2442.69,610.6725,4,2442.69
C022052,2442.67,407.1116666666667,6,2442.67
C020145,2442.62,610.655,4,2442.62
C006920,2442.31,305.28875,8,2442.31
C024869,2442.19,348.88428571428574,7,2442.19
C022629,2442.1800000000003,488.43600000000004,5,2442.1800000000003
C013974,2442.11,488.422,5,2442.11
C014266,2441.55,348.79285714285714,7,2441.55
C022573,2441.42,348.7742857142857,7,2441.42
C019496,2441.14,488.22799999999995,5,2441.14
C021994,2441.0699999999997,348.72428571428566,7,2441.0699999999997
C004724,2440.8900000000003,488.17800000000005,5,2440.8900000000003
C019512,2440.65,813.5500000000001,3,2440.65
C018090,2440.59,244.05900000000003,10,2440.59
C006125,2440.42,488.084,5,2440.42
C024188,2440.3399999999997,406.7233333333333,6,2440.3399999999997
C013366,2440.22,305.0275,8,2440.22
C000198,2440.12,406.68666666666667,6,2440.12
C022478,2439.95,348.5642857142857,7,2439.95
C000067,2439.5099999999998,487.90199999999993,5,2439.5099999999998
C010575,2439.36,406.56,6,2439.36
C005352,2439.33,406.555,6,2439.33
C011836,2438.95,487.78999999999996,5,2438.95
C011618,2438.8500000000004,304.85625000000005,8,2438.8500000000004
C017000,2438.81,304.85125,8,2438.81
C018989,2438.65,487.73,5,2438.65
C016139,2438.41,406.40166666666664,6,2438.41
C020162,2438.17,487.634,5,2438.17
C005713,2437.77,487.554,5,2437.77
C003528,2437.56,348.22285714285715,7,2437.56
C009401,2437.31,348.1871428571429,7,2437.31
C007071,2437.12,406.18666666666667,6,2437.12
C006060,2437.04,487.408,5,2437.04
C006385,2437.0,348.14285714285717,7,2437.0
C022691,2436.7,609.175,4,2436.7
C001410,2436.62,487.32399999999996,5,2436.62
C002198,2436.37,406.06166666666667,6,2436.37
C020288,2436.2200000000003,348.0314285714286,7,2436.2200000000003
C013655,2436.0099999999998,487.20199999999994,5,2436.0099999999998
C015778,2435.83,405.97166666666664,6,2435.83
C010372,2435.7400000000002,347.96285714285716,7,2435.7400000000002
C017448,2435.45,487.09,5,2435.45
C014774,2435.38,811.7933333333334,3,2435.38
C007868,2435.37,811.79,3,2435.37
C015037,2435.37,487.07399999999996,5,2435.37
C012417,2435.35,608.8375,4,2435.35
